Income,Gender,Age,Age Range,Political Affiliation,Do you approve or disapprove of how Donald Trump is handling his job as president?,What is your highest level of education? ,Q5OTH1,What is your race?,Q6OTH1,What is your marital status?,Q7OTH1,q8x,What would you say is the likelihood that your current job will be entirely performed by robots or computers within the next decade?,"Do you believe that climate change is real and caused by people, real but not caused by people, or not real at all?",How many Transformers movies have you seen? ,q11x,Do you agree or disagree with the following statement: scientists are generally honest and are serving the public good. ,Do you agree or disagree with the following statement: vaccines are safe and protect children from disease.,"How many books, if any, have you read in the past year?",q14x,Do you believe in ghosts?,What percentage of the federal budget would you estimate is spent on scientific research?,q16x,"Is federal funding of scientific research too high, too low, or about right?",True or false: the earth is always farther away from the sun in the winter than in the summer.,"If you had to choose: would you rather be smart and sad, or dumb and happy?",Do you think it is acceptable or unacceptable to urinate in the shower?
,Male,55,55-64,Independent,Neither approve nor disapprove,High school,,White,,Married,,,Unlikely,Real and Caused by People,5,,Neither Agree nor Disagree,Strongly Agree,3,,No,10,,DK/REF,FALSE,Dumb and happy,Acceptable
,Female,27,25-34,DK/REF,Strongly disapprove,Some college,,DK/REF,,Single,,,Unlikely,Real and Caused by People,1,,Somewhat Agree,Strongly Agree,17,,Yes,10,,Too Low,FALSE,Smart and Sad,Acceptable
,Female,21,18-24,Independent,Somewhat Approve,Some college,,Latino,,Single,,,Likely,Real and Caused by People,3,,Strongly Agree,Somewhat Agree,13,,No,14,,Too Low,FALSE,Smart and Sad,Unacceptable
,Female,58,55-64,Democrat,Strongly disapprove,College degree,,White,,Divorced,,,Unlikely,DK/REF,0,,Strongly Agree,Strongly Agree,200,,Yes,20,,Too Low,DK/REF,DK/REF,Acceptable
,Female,46,45-54,Independent,Strongly disapprove,College degree,,White,,Divorced,,,Likely,Real and Caused by People,1,,Strongly Disagree,Strongly Disagree,5,,Yes,30,,About Right,FALSE,Dumb and happy,Acceptable
,Male,37,35-44,DK/REF,Strongly disapprove,High school,,DK/REF,,Single,,,Unlikely,Real and Caused by People,5,,Somewhat Agree,Strongly Disagree,7,,Yes,80,,About Right,DK/REF,Dumb and happy,Acceptable
,Male,21,18-24,Republican,Somewhat Approve,Some college,,Latino,,Single,,,Likely,DK/REF,0,,Somewhat Disagree,Strongly Agree,0,,No,10,,About Right,TRUE,Dumb and happy,Acceptable
,Female,33,25-34,Independent,Somewhat Approve,College degree,,Black,,Other,Engaged,,Unlikely,Real and Caused by People,5,,Strongly Disagree,Strongly Disagree,50,,Yes,5,,About Right,TRUE,Smart and Sad,Unacceptable
,Male,50,45-54,Republican,Strongly Approve,Graduate degree,,White,,Married,,,Unlikely,Not Real At All,0,,Strongly Agree,Strongly Agree,12,,No,10,,About Right,FALSE,DK/REF,Acceptable
,Female,22,18-24,DK/REF,Strongly disapprove,College degree,,White,,Single,,,Unlikely,Real and Caused by People,2,,Strongly Agree,Strongly Agree,6,,Yes,1,,Too Low,FALSE,Smart and Sad,Acceptable
,Male,45,45-54,DK/REF,Strongly disapprove,Some college,,Black,,Divorced,,,Unlikely,Real and Caused by People,3,,Somewhat Agree,Somewhat Disagree,2,,Yes,2,,Too Low,TRUE,Smart and Sad,Acceptable
,Male,33,25-34,Republican,DK/REF,Graduate degree,,White,,Married,,Yes,Unlikely,DK/REF,1,,Strongly Agree,Strongly Agree,10,,No,0,,About Right,FALSE,Smart and Sad,Acceptable
,Female,29,25-34,Democrat,Strongly disapprove,College degree,,Asian,,Single,,,Likely,Real and Caused by People,2,,Strongly Agree,Strongly Agree,100,,Yes,2,,Too Low,FALSE,Smart and Sad,Acceptable
,Male,30,25-34,Democrat,Somewhat Approve,College degree,,Latino,,In a relationship,,,Likely,Real and Caused by People,3,,Strongly Agree,Strongly Agree,5,,No,,Yes,Too High,TRUE,Smart and Sad,Unacceptable
,Male,67,65+,Democrat,Strongly disapprove,Some college,,White,,Married,,,Unlikely,Real and Caused by People,3,,Strongly Agree,Strongly Agree,4,,Yes,3,,Too Low,TRUE,Dumb and happy,Unacceptable
,Male,57,55-64,Independent,Strongly disapprove,Some college,,Black,,Divorced,,,Unlikely,Real and Caused by People,0,,Strongly Agree,Strongly Agree,3,,No,,Yes,DK/REF,TRUE,DK/REF,DK/REF
,Male,20,18-24,Democrat,Neither approve nor disapprove,High school,,Black,,Married,,,Unlikely,Real and Caused by People,1,,Somewhat Disagree,Strongly Agree,1,,No,4,,Too Low,TRUE,Smart and Sad,Unacceptable
,Female,51,45-54,DK/REF,DK/REF,Graduate degree,,Asian,,Married,,,Unlikely,Real and Caused by People,0,,Strongly Agree,Strongly Agree,1,,No,30,,About Right,TRUE,Smart and Sad,Acceptable
,Female,48,45-54,DK/REF,Somewhat disapprove,Some college,,White,,Divorced,,,Unlikely,Real but not Caused by People,0,,Somewhat Agree,Strongly Agree,3,,No,,Yes,DK/REF,TRUE,Smart and Sad,DK/REF
,Male,63,55-64,Republican,Strongly Approve,College degree,,White,,Married,,,Unlikely,Real but not Caused by People,0,,Strongly Disagree,Strongly Agree,80,,No,,Yes,About Right,FALSE,Dumb and happy,DK/REF
,Male,72,65+,DK/REF,Strongly disapprove,Graduate degree,,White,,Married,,,Unlikely,Real and Caused by People,0,,Strongly Agree,Strongly Agree,5,,No,0.7,,Too Low,FALSE,Dumb and happy,Acceptable
,Female,61,55-64,Democrat,Strongly disapprove,High school,,White,,Single,,Yes,Unlikely,Real and Caused by People,1,,Somewhat Disagree,Somewhat Disagree,100,,Yes,40,,DK/REF,TRUE,Smart and Sad,Acceptable
,Male,59,55-64,Democrat,Strongly disapprove,Graduate degree,,White,,Married,,,Unlikely,Real and Caused by People,1,,Strongly Agree,Strongly Agree,5,,No,10,,Too Low,FALSE,Dumb and happy,DK/REF
,Male,57,55-64,Independent,Neither approve nor disapprove,College degree,,Latino,,Married,,,Likely,Not Real At All,0,,DK/REF,Strongly Agree,3,,No,,Yes,About Right,TRUE,Dumb and happy,Acceptable
,Male,50,45-54,DK/REF,Strongly disapprove,College degree,,White,,Single,,,Unlikely,Real and Caused by People,5,,Somewhat Disagree,Strongly Disagree,2,,No,10,,Too High,TRUE,DK/REF,Acceptable
,Female,27,25-34,Democrat,Strongly disapprove,Graduate degree,,White,,Married,,,Unlikely,Real and Caused by People,0,,Somewhat Agree,Strongly Agree,25,,No,10,,Too Low,TRUE,Smart and Sad,Unacceptable
,Male,80,65+,Democrat,Strongly disapprove,College degree,,DK/REF,,Married,,,Unlikely,Real but not Caused by People,,Yes,Strongly Agree,Strongly Disagree,20,,No,2,,Too Low,TRUE,DK/REF,Unacceptable
,Male,83,65+,Republican,Strongly Approve,College degree,,White,,Widowed,,,Unlikely,Not Real At All,0,,Somewhat Agree,Strongly Agree,0,,No,30,,About Right,TRUE,Smart and Sad,Unacceptable
,Male,90,65+,Democrat,Strongly disapprove,College degree,,Black,,Widowed,,,Likely,Real and Caused by People,3,,Strongly Agree,Strongly Agree,15,,No,,Yes,Too Low,DK/REF,DK/REF,DK/REF
,Male,24,18-24,Democrat,Strongly disapprove,College degree,,Asian,,Single,,,Unlikely,Real and Caused by People,0,,Strongly Agree,Strongly Agree,1,,No,10,,Too Low,FALSE,Smart and Sad,Acceptable
,Male,70,65+,Independent,Somewhat Approve,High school,,White,,Single,,,Likely,Real and Caused by People,1,,Somewhat Disagree,Strongly Agree,1,,Yes,40,,About Right,TRUE,Smart and Sad,Unacceptable
,Male,22,18-24,DK/REF,DK/REF,College degree,,White,,Single,,,Unlikely,Real and Caused by People,4,,DK/REF,Neither Agree nor Disagree,4,,No,80,,About Right,FALSE,DK/REF,DK/REF
,Male,49,45-54,Independent,Strongly disapprove,College degree,,White,,Divorced,,,Likely,Real and Caused by People,0,,Strongly Agree,Somewhat Agree,12,,Yes,5,,Too Low,TRUE,Dumb and happy,Acceptable
,Female,23,18-24,Democrat,Somewhat disapprove,Some college,,Asian,,In a relationship,,,Unlikely,Real and Caused by People,2,,Somewhat Agree,Strongly Agree,10,,No,,Yes,Too Low,FALSE,Smart and Sad,Acceptable
,Male,24,18-24,Democrat,Strongly disapprove,Some college,,White,,Single,,,Unlikely,Real and Caused by People,2,,Strongly Agree,Strongly Agree,6,,Yes,10,,About Right,FALSE,Dumb and happy,Acceptable
,Female,50,45-54,DK/REF,Neither approve nor disapprove,Some college,,White,,Married,,Yes,Unlikely,Real and Caused by People,1,,Somewhat Agree,Strongly Agree,0,,Yes,,Yes,DK/REF,DK/REF,DK/REF,Acceptable
,Male,51,45-54,Independent,DK/REF,College degree,,White,,Single,,,Unlikely,DK/REF,0,,Strongly Agree,Strongly Agree,2,,Yes,15,,Too Low,TRUE,Smart and Sad,Unacceptable
,Female,68,65+,Independent,DK/REF,Some college,,Latino,,Widowed,,,Unlikely,Real but not Caused by People,0,,Somewhat Disagree,Somewhat Agree,2,,No,75,,Too High,TRUE,DK/REF,Unacceptable
,Male,21,18-24,Independent,Somewhat disapprove,Some college,,Black,,Single,,,Unlikely,Real but not Caused by People,4,,Somewhat Agree,Somewhat Agree,6,,No,50,,About Right,TRUE,Dumb and happy,Acceptable
,Female,34,25-34,Democrat,Strongly disapprove,Other,Master's degree,Black,,Married,,,Unlikely,Real and Caused by People,3,,Strongly Agree,Strongly Agree,6,,No,30,,Too Low,TRUE,Smart and Sad,DK/REF
,Male,24,18-24,Independent,Strongly Approve,Some college,,Asian,,Single,,,Likely,Real and Caused by People,1,,Somewhat Disagree,Somewhat Disagree,56,,Yes,,Yes,DK/REF,DK/REF,Smart and Sad,DK/REF
422000,Male,46,45-54,Independent,Strongly disapprove,Graduate degree,,Black,,Married,,,Unlikely,Real and Caused by People,1,,Strongly Agree,Somewhat Agree,10,,No,5,,About Right,TRUE,Smart and Sad,Unacceptable
,Male,75,65+,Democrat,DK/REF,Some college,,White,,Married,,,Likely,Not Real At All,,Yes,DK/REF,DK/REF,2,,No,,Yes,Too Low,TRUE,DK/REF,DK/REF
,Male,18,18-24,Independent,Somewhat Approve,Some college,,White,,In a relationship,,,Unlikely,Real and Caused by People,1,,Strongly Disagree,Strongly Agree,15,,No,45,,About Right,TRUE,Smart and Sad,Acceptable
,Female,55,55-64,Democrat,Strongly disapprove,Some college,,White,,Married,,,Likely,Real and Caused by People,0,,Strongly Agree,Strongly Agree,0,,Yes,,Yes,Too Low,TRUE,Dumb and happy,Acceptable
,Male,45,45-54,Independent,Strongly disapprove,High school,,White,,Married,,,Likely,Not Real At All,0,,Somewhat Agree,Strongly Agree,5,,No,1,,About Right,TRUE,Dumb and happy,Unacceptable
,Male,27,25-34,Independent,Somewhat disapprove,High school,,Other,"Half Hawaiian, half Black",In a relationship,,,Unlikely,Real but not Caused by People,2,,Strongly Agree,Strongly Disagree,4,,Yes,12,,Too Low,FALSE,Smart and Sad,Acceptable
,Female,89,65+,Republican,Strongly Approve,Some college,,White,,Married,,,Unlikely,Not Real At All,0,,Strongly Disagree,Strongly Agree,5,,No,10,,Too High,FALSE,Dumb and happy,Acceptable
,Female,50,45-54,DK/REF,DK/REF,Graduate degree,,DK/REF,,Divorced,,,Unlikely,Real and Caused by People,0,,Neither Agree nor Disagree,Neither Agree nor Disagree,10,,DK/REF,,Yes,DK/REF,TRUE,DK/REF,DK/REF
,Female,26,25-34,Independent,Strongly disapprove,Some college,,Asian,,Married,,,Unlikely,Not Real At All,3,,Strongly Agree,Strongly Agree,2,,No,100,,About Right,TRUE,Smart and Sad,Acceptable
,Female,34,25-34,Independent,Strongly disapprove,High school,,Latino,,Married,,,Unlikely,Real and Caused by People,2,,Strongly Agree,Strongly Agree,0,,Yes,,Yes,DK/REF,FALSE,Dumb and happy,Acceptable
,Female,26,25-34,Independent,Strongly disapprove,College degree,,White,,Single,,,Likely,Real and Caused by People,2,,Somewhat Agree,Somewhat Agree,5,,Yes,10,,Too Low,FALSE,Smart and Sad,Acceptable
,Male,36,35-44,DK/REF,DK/REF,Graduate degree,,Asian,,Married,,,Likely,DK/REF,3,,DK/REF,DK/REF,,Yes,Yes,,Yes,Too Low,FALSE,DK/REF,DK/REF
,Male,75,65+,Independent,Strongly Approve,Graduate degree,,White,,Widowed,,,Unlikely,Real and Caused by People,0,,Strongly Agree,Neither Agree nor Disagree,62,,Yes,7,,Too Low,FALSE,Dumb and happy,Unacceptable
,Male,44,35-44,Independent,Strongly disapprove,Some college,,Other,Pacific Islander,Married,,,Unlikely,Real and Caused by People,0,,Strongly Disagree,Strongly Agree,0,,No,40,,Too High,FALSE,Dumb and happy,Acceptable
,Female,70,65+,Independent,Strongly disapprove,Graduate degree,,White,,Single,,,Unlikely,Real and Caused by People,1,,Somewhat Agree,Somewhat Disagree,3,,Yes,1,,About Right,FALSE,Dumb and happy,Acceptable
,Male,79,65+,Independent,Strongly Approve,Some college,,White,,Widowed,,,Unlikely,Real and Caused by People,1,,Strongly Disagree,Strongly Agree,25,,No,15,,Too Low,TRUE,Dumb and happy,Acceptable
,Male,40,35-44,DK/REF,Strongly disapprove,Graduate degree,,Black,,Single,,,Likely,Real and Caused by People,4,,Strongly Agree,Strongly Disagree,59,,No,12,,Too Low,FALSE,Smart and Sad,Unacceptable
,Female,66,65+,Republican,Strongly disapprove,Graduate degree,,Asian,,Married,,,Unlikely,Real and Caused by People,0,,Somewhat Disagree,Somewhat Disagree,2,,No,,Yes,DK/REF,DK/REF,Smart and Sad,Unacceptable
,Female,53,45-54,Independent,Strongly disapprove,High school,,White,,Married,,,Likely,Real but not Caused by People,2,,Somewhat Agree,Somewhat Agree,2,,Yes,70,,Too High,TRUE,Dumb and happy,DK/REF
,Male,23,18-24,Independent,Strongly disapprove,College degree,,White,,In a relationship,,,Unlikely,Real and Caused by People,1,,Strongly Agree,Strongly Agree,2,,No,10,,Too Low,TRUE,Dumb and happy,Acceptable
,Male,80,65+,Democrat,Strongly disapprove,College degree,,Latino,,Divorced,,,Likely,Real and Caused by People,1,,Somewhat Agree,Somewhat Agree,1000,,No,25,,Too Low,FALSE,Smart and Sad,Unacceptable
,Male,26,25-34,DK/REF,Neither approve nor disapprove,College degree,,Latino,,Single,,,Unlikely,Real and Caused by People,0,,Strongly Agree,Strongly Agree,7,,No,40,,Too Low,FALSE,Smart and Sad,Unacceptable
,Male,45,45-54,Independent,Neither approve nor disapprove,Some college,,Latino,,Divorced,,,Likely,Real and Caused by People,,Yes,Somewhat Agree,Strongly Agree,5,,No,,Yes,DK/REF,FALSE,Smart and Sad,Unacceptable
140000,Female,62,55-64,Democrat,Somewhat Approve,Some college,,White,,Married,,,Likely,Real and Caused by People,2,,Strongly Disagree,Strongly Agree,4,,No,50,,Too High,FALSE,Dumb and happy,Unacceptable
105000,Male,75,65+,Democrat,DK/REF,Some college,,Asian,,Married,,,Likely,Real and Caused by People,2,,Somewhat Disagree,Strongly Agree,1,,Yes,20,,About Right,TRUE,Smart and Sad,Acceptable
,Male,32,25-34,Independent,Neither approve nor disapprove,High school,,Latino,,In a relationship,,,Unlikely,Real and Caused by People,4,,Strongly Agree,Strongly Agree,0,,Yes,45,,Too Low,TRUE,Dumb and happy,Unacceptable
,Female,46,45-54,Independent,Strongly Approve,College degree,,White,,Married,,,Unlikely,Real and Caused by People,0,,Somewhat Agree,Somewhat Agree,1,,No,,Yes,About Right,DK/REF,Dumb and happy,Acceptable
,Female,55,55-64,Democrat,Strongly disapprove,College degree,,White,,Single,,,Unlikely,Real and Caused by People,1,,Strongly Agree,Strongly Agree,300,,Yes,5,,Too Low,TRUE,Smart and Sad,Unacceptable
,Female,51,45-54,Republican,Strongly Approve,Some college,,White,,In a relationship,,,Unlikely,Real but not Caused by People,0,,Somewhat Disagree,Strongly Agree,3,,No,,Yes,DK/REF,TRUE,DK/REF,Unacceptable
,Male,39,35-44,Democrat,Strongly disapprove,College degree,,White,,Married,,,Unlikely,Real and Caused by People,3,,Strongly Agree,Strongly Agree,4,,No,1,,Too Low,FALSE,Dumb and happy,Acceptable
127000,Female,50,45-54,DK/REF,Somewhat disapprove,Some college,,Latino,,Married,,,Unlikely,Real and Caused by People,0,,Somewhat Agree,Strongly Agree,12,,No,1,,Too Low,FALSE,Dumb and happy,Acceptable
84000,Female,45,45-54,Independent,Somewhat Approve,Graduate degree,,White,,Married,,,Unlikely,Real but not Caused by People,3,,Somewhat Disagree,Strongly Agree,15,,Yes,7,,Too Low,TRUE,Dumb and happy,Unacceptable
104000,Male,59,55-64,Independent,Strongly disapprove,Graduate degree,,DK/REF,,Married,,,Unlikely,Real but not Caused by People,0,,Somewhat Agree,Strongly Agree,30,,No,,Yes,DK/REF,FALSE,Dumb and happy,Acceptable
,Female,50,45-54,DK/REF,DK/REF,College degree,,Asian,,Single,,,Unlikely,Not Real At All,,Yes,Somewhat Agree,Somewhat Disagree,,Yes,Yes,,Yes,DK/REF,FALSE,Dumb and happy,Unacceptable
,Male,29,25-34,Democrat,DK/REF,College degree,,White,,Married,,,DK/REF,Real and Caused by People,0,,Somewhat Agree,Strongly Agree,5,,Yes,20,,About Right,FALSE,Dumb and happy,Acceptable
,Male,87,65+,Democrat,DK/REF,Other,Ninth grade,Black,,Married,,,Likely,Real and Caused by People,0,,Neither Agree nor Disagree,Neither Agree nor Disagree,3,,No,,Yes,Too High,TRUE,Dumb and happy,Acceptable
,Male,29,25-34,Independent,Strongly disapprove,College degree,,Asian,,Single,,,Unlikely,Real and Caused by People,1,,Strongly Agree,Strongly Agree,3,,No,5,,Too Low,FALSE,Dumb and happy,Acceptable
,Female,25,25-34,Independent,Strongly disapprove,High school,,Black,,Single,,,Unlikely,Real and Caused by People,3,,Strongly Agree,Strongly Agree,0,,Yes,50,,Too Low,FALSE,Smart and Sad,Acceptable
,Female,39,35-44,DK/REF,Strongly disapprove,Graduate degree,,Latino,,Married,,,Likely,DK/REF,0,,DK/REF,Somewhat Disagree,,Yes,No,100,,Too Low,DK/REF,Dumb and happy,Unacceptable
,Female,40,35-44,Independent,Somewhat Approve,College degree,,White,,Married,,,Unlikely,Real and Caused by People,0,,Somewhat Agree,Strongly Agree,4,,No,5,,About Right,FALSE,Dumb and happy,Acceptable
,Male,40,35-44,Republican,Somewhat Approve,High school,,Black,,Married,,Yes,Unlikely,DK/REF,3,,DK/REF,Somewhat Agree,0,,No,,Yes,About Right,FALSE,DK/REF,Unacceptable
,Female,57,55-64,Republican,Strongly Approve,High school,,White,,Divorced,,,Unlikely,Real and Caused by People,0,,Somewhat Disagree,Somewhat Agree,4,,Yes,,Yes,DK/REF,TRUE,Dumb and happy,Acceptable
,Male,19,18-24,Independent,Somewhat Approve,Some college,,White,,Single,,,Unlikely,Real and Caused by People,2,,Strongly Agree,Strongly Agree,5,,Yes,4,,About Right,FALSE,Dumb and happy,Unacceptable
,Female,54,45-54,Democrat,Strongly disapprove,Graduate degree,,White,,Married,,,Unlikely,Real and Caused by People,0,,Somewhat Agree,Strongly Agree,7,,No,25,,Too Low,FALSE,Smart and Sad,Acceptable
,Female,18,18-24,Democrat,Strongly disapprove,High school,,Latino,,Single,,,Unlikely,Real and Caused by People,0,,Strongly Disagree,Strongly Agree,4,,Yes,40,,Too Low,FALSE,Smart and Sad,Unacceptable
,Female,65,65+,Independent,Strongly disapprove,Graduate degree,,White,,Married,,,Unlikely,Real and Caused by People,0,,Strongly Agree,Strongly Agree,40,,No,2,,Too Low,FALSE,DK/REF,Unacceptable
,Female,89,65+,Democrat,Neither approve nor disapprove,Some college,,White,,Widowed,,,Likely,Real and Caused by People,0,,Strongly Agree,Strongly Agree,5,,No,,Yes,DK/REF,TRUE,Smart and Sad,Unacceptable
,Male,70,65+,Independent,Somewhat disapprove,Some college,,Black,,Single,,,Unlikely,Not Real At All,,Yes,DK/REF,DK/REF,,Yes,No,,Yes,Too Low,TRUE,Dumb and happy,Acceptable
,Male,41,35-44,Independent,Strongly Approve,Some college,,White,,Married,,,Likely,Real and Caused by People,0,,Strongly Disagree,Strongly Agree,0,,No,25,,About Right,TRUE,Dumb and happy,Acceptable
,Male,65,65+,Democrat,DK/REF,High school,,White,,Separated,,,Unlikely,Real but not Caused by People,0,,DK/REF,Strongly Agree,0,,Yes,0,,DK/REF,TRUE,DK/REF,Unacceptable
,Male,64,55-64,Democrat,Somewhat Approve,High school,,White,,Single,,Yes,Unlikely,Real and Caused by People,3,,Somewhat Agree,Somewhat Disagree,0,,No,,Yes,About Right,TRUE,Dumb and happy,Unacceptable
,Female,38,35-44,Independent,Strongly disapprove,College degree,,Black,,Married,,,Unlikely,Real and Caused by People,3,,Somewhat Agree,Somewhat Agree,3,,Yes,10,,Too Low,TRUE,Smart and Sad,Acceptable
,Male,78,65+,Independent,Strongly Approve,Some college,,White,,Married,,,Unlikely,Real and Caused by People,0,,Strongly Agree,Strongly Agree,3,,No,5,,Too Low,TRUE,Dumb and happy,Unacceptable
,Female,26,25-34,Independent,Somewhat disapprove,College degree,,White,,In a relationship,,,Unlikely,Real but not Caused by People,3,,Strongly Agree,Somewhat Agree,1,,Yes,60,,Too Low,TRUE,Dumb and happy,Acceptable
,Male,59,55-64,Republican,Somewhat Approve,Some college,,White,,Divorced,,,Unlikely,Real but not Caused by People,0,,DK/REF,Strongly Agree,0,,Yes,50,,About Right,FALSE,Dumb and happy,Acceptable
,Male,18,18-24,Independent,DK/REF,High school,,Latino,,Single,,,Unlikely,Real and Caused by People,3,,Somewhat Agree,Strongly Agree,15,,No,,Yes,Too Low,FALSE,Dumb and happy,Acceptable
,Other,41,35-44,DK/REF,DK/REF,College degree,,White,,Married,,,Likely,Real but not Caused by People,0,,Neither Agree nor Disagree,Strongly Agree,4,,No,3,,Too Low,FALSE,Smart and Sad,Unacceptable
,Male,49,45-54,Republican,Strongly disapprove,Some college,,DK/REF,,Single,,,Likely,Real and Caused by People,,Yes,Somewhat Agree,Somewhat Agree,10,,Yes,35,,Too Low,TRUE,Smart and Sad,Acceptable
,Other,30,25-34,Democrat,Strongly Approve,Some college,,White,,Divorced,,,Unlikely,Real and Caused by People,2,,Strongly Agree,Strongly Disagree,9.5,,No,5,,Too Low,FALSE,Smart and Sad,Acceptable
,Male,52,45-54,Independent,Strongly disapprove,Graduate degree,,Latino,,Married,,,Unlikely,Real and Caused by People,1,,Somewhat Disagree,Strongly Agree,20,,No,2,,Too Low,TRUE,Smart and Sad,Acceptable
,Female,66,65+,Republican,Strongly Approve,High school,,White,,Married,,,Unlikely,Real but not Caused by People,0,,Somewhat Agree,Strongly Agree,10,,No,,Yes,Too High,TRUE,Dumb and happy,Unacceptable
,Male,44,35-44,Independent,Strongly Approve,College degree,,White,,Married,,,Likely,Real but not Caused by People,0,,Somewhat Agree,Somewhat Agree,3,,No,,Yes,Too High,FALSE,Smart and Sad,DK/REF
